# Force coefficients
# liftDir       : (0.00000000e+00 0.00000000e+00 1.00000000e+00)
# dragDir       : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# pitchAxis     : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# magUInf       : 2.00000000e+01
# lRef          : 2.78600000e+00
# Aref          : 2.15400000e+00
# CofR          : (1.39100000e+00 0.00000000e+00 0.00000000e+00)
# Time          	Cm              	Cd              	Cl              	Cl(f)           	Cl(r)           
537             	-1.78116077e-02	1.85679738e-01	7.85832308e-03	-1.38824461e-02	2.17407692e-02
538             	-1.69048824e-02	1.85378586e-01	7.55280057e-03	-1.31284821e-02	2.06812827e-02
539             	-1.60348627e-02	1.84919560e-01	7.06047822e-03	-1.25046236e-02	1.95651018e-02
540             	-1.52308652e-02	1.84361067e-01	6.38811995e-03	-1.20368053e-02	1.84249252e-02
541             	-1.44933223e-02	1.83822841e-01	5.52244833e-03	-1.17320982e-02	1.72545465e-02
542             	-1.38408836e-02	1.83388101e-01	4.49050017e-03	-1.15956336e-02	1.60861337e-02
543             	-1.33290679e-02	1.83119033e-01	3.43952973e-03	-1.16093031e-02	1.50488328e-02
544             	-1.30144960e-02	1.83019678e-01	2.51702588e-03	-1.17559830e-02	1.42730089e-02
545             	-1.29296851e-02	1.83095439e-01	1.81773578e-03	-1.20208172e-02	1.38385530e-02
546             	-1.30674213e-02	1.83339612e-01	1.30669339e-03	-1.24140746e-02	1.37207680e-02
547             	-1.33847517e-02	1.83723330e-01	9.12376815e-04	-1.29285633e-02	1.38409401e-02
548             	-1.38308923e-02	1.84192031e-01	6.31178207e-04	-1.35153032e-02	1.41464814e-02
549             	-1.43573164e-02	1.84698843e-01	5.02493516e-04	-1.41060696e-02	1.46085631e-02
550             	-1.49386476e-02	1.85180933e-01	5.72139547e-04	-1.46525779e-02	1.52247174e-02
551             	-1.55655786e-02	1.85582546e-01	8.15575271e-04	-1.51577910e-02	1.59733663e-02
552             	-1.62447718e-02	1.85862261e-01	1.17295810e-03	-1.56582927e-02	1.68312508e-02
553             	-1.70073435e-02	1.85968007e-01	1.64577732e-03	-1.61844548e-02	1.78302321e-02
554             	-1.78603640e-02	1.85863652e-01	2.26417122e-03	-1.67282784e-02	1.89924496e-02
555             	-1.87693547e-02	1.85562434e-01	3.02005078e-03	-1.72593293e-02	2.02793801e-02
556             	-1.96588040e-02	1.85094087e-01	3.84691237e-03	-1.77353478e-02	2.15822602e-02
557             	-2.04317733e-02	1.84518416e-01	4.65145693e-03	-1.81060448e-02	2.27575017e-02
558             	-2.10067459e-02	1.83873492e-01	5.34138465e-03	-1.83360535e-02	2.36774382e-02
559             	-2.13185313e-02	1.83206489e-01	5.86620644e-03	-1.83854281e-02	2.42516345e-02
560             	-2.13799254e-02	1.82588905e-01	6.30007743e-03	-1.82298867e-02	2.45299642e-02
561             	-2.12618548e-02	1.82074455e-01	6.70856861e-03	-1.79075705e-02	2.46161391e-02
562             	-2.10565036e-02	1.81708125e-01	7.15237374e-03	-1.74803168e-02	2.46326905e-02
563             	-2.08324857e-02	1.81492087e-01	7.64224416e-03	-1.70113636e-02	2.46536078e-02
564             	-2.06027465e-02	1.81418981e-01	8.07961376e-03	-1.65629396e-02	2.46425533e-02
565             	-2.03641136e-02	1.81492900e-01	8.33521875e-03	-1.61965042e-02	2.45317229e-02
566             	-2.01092510e-02	1.81702593e-01	8.36300963e-03	-1.59277462e-02	2.42907558e-02
567             	-1.98082143e-02	1.82017021e-01	8.12488554e-03	-1.57457715e-02	2.38706571e-02
568             	-1.94264520e-02	1.82397676e-01	7.59503195e-03	-1.56289360e-02	2.32239679e-02
569             	-1.89568511e-02	1.82800642e-01	6.80082609e-03	-1.55564380e-02	2.23572641e-02
570             	-1.84363516e-02	1.83160986e-01	5.74287267e-03	-1.55649152e-02	2.13077879e-02
571             	-1.79211588e-02	1.83422436e-01	4.49084885e-03	-1.56757344e-02	2.01665832e-02
572             	-1.74424731e-02	1.83553046e-01	3.15159044e-03	-1.58666779e-02	1.90182683e-02
573             	-1.69863576e-02	1.83539005e-01	1.78291776e-03	-1.60948988e-02	1.78778165e-02
574             	-1.65530410e-02	1.83383047e-01	4.45427421e-04	-1.63303273e-02	1.67757548e-02
575             	-1.61613955e-02	1.83118729e-01	-7.72029355e-04	-1.65474102e-02	1.57753808e-02
576             	-1.58441212e-02	1.82809834e-01	-1.70100997e-03	-1.66946262e-02	1.49936162e-02
577             	-1.56184492e-02	1.82527990e-01	-2.18945051e-03	-1.67131745e-02	1.45237240e-02
578             	-1.54423814e-02	1.82300312e-01	-2.22948055e-03	-1.65571217e-02	1.43276412e-02
579             	-1.52681119e-02	1.82155772e-01	-1.98165456e-03	-1.62589392e-02	1.42772846e-02
580             	-1.50721363e-02	1.82078739e-01	-1.62942772e-03	-1.58868502e-02	1.42574224e-02
581             	-1.48606474e-02	1.82063723e-01	-1.33339323e-03	-1.55273440e-02	1.41939508e-02
582             	-1.46699161e-02	1.82116216e-01	-1.11485060e-03	-1.52273414e-02	1.41124908e-02
583             	-1.45479811e-02	1.82264581e-01	-9.33934649e-04	-1.50149485e-02	1.40810138e-02
584             	-1.45370272e-02	1.82519144e-01	-7.99942215e-04	-1.49369983e-02	1.41370561e-02
585             	-1.46392039e-02	1.82845150e-01	-8.13825901e-04	-1.50461169e-02	1.42322910e-02
586             	-1.48173061e-02	1.83186236e-01	-1.10280292e-03	-1.53687075e-02	1.42659046e-02
587             	-1.50237216e-02	1.83528469e-01	-1.76589726e-03	-1.59066703e-02	1.41407730e-02
588             	-1.52295458e-02	1.83859922e-01	-2.72426164e-03	-1.65916766e-02	1.38674150e-02
589             	-1.54106885e-02	1.84194671e-01	-3.83303122e-03	-1.73272041e-02	1.34941729e-02
590             	-1.55808720e-02	1.84532434e-01	-4.90818487e-03	-1.80349645e-02	1.31267796e-02
591             	-1.57812140e-02	1.84869253e-01	-5.71647801e-03	-1.86394530e-02	1.29229750e-02
592             	-1.60630706e-02	1.85148356e-01	-6.04392395e-03	-1.90850325e-02	1.30411086e-02
593             	-1.64370688e-02	1.85311278e-01	-5.85226658e-03	-1.93632021e-02	1.35109355e-02
594             	-1.68581355e-02	1.85311223e-01	-5.21730250e-03	-1.94667868e-02	1.42494843e-02
595             	-1.72663344e-02	1.85162561e-01	-4.24490457e-03	-1.93887867e-02	1.51438822e-02
596             	-1.76097105e-02	1.84885642e-01	-3.05154375e-03	-1.91354824e-02	1.60839386e-02
597             	-1.78587065e-02	1.84567459e-01	-1.69371927e-03	-1.87055662e-02	1.70118469e-02
598             	-1.80390560e-02	1.84280845e-01	-1.67248960e-04	-1.81226805e-02	1.79554316e-02
599             	-1.81869705e-02	1.84091406e-01	1.54137907e-03	-1.74162810e-02	1.89576600e-02
600             	-1.83058107e-02	1.83973613e-01	3.38383849e-03	-1.66138915e-02	1.99977300e-02
601             	-1.83730488e-02	1.83879850e-01	5.21520354e-03	-1.57654470e-02	2.09806505e-02
602             	-1.83904990e-02	1.83770850e-01	6.93823559e-03	-1.49213812e-02	2.18596168e-02
603             	-1.83765536e-02	1.83659404e-01	8.51598209e-03	-1.41185626e-02	2.26345447e-02
604             	-1.83728290e-02	1.83545607e-01	9.96803456e-03	-1.33888117e-02	2.33568463e-02
605             	-1.83967445e-02	1.83419916e-01	1.13209563e-02	-1.27362663e-02	2.40572226e-02
606             	-1.84720038e-02	1.83234575e-01	1.25803282e-02	-1.21818397e-02	2.47621679e-02
607             	-1.85851803e-02	1.82941156e-01	1.36648837e-02	-1.17527385e-02	2.54176222e-02
608             	-1.87204329e-02	1.82501544e-01	1.45035059e-02	-1.14686799e-02	2.59721859e-02
609             	-1.88180654e-02	1.81914882e-01	1.50002429e-02	-1.13179439e-02	2.63181868e-02
610             	-1.88246136e-02	1.81188596e-01	1.50212710e-02	-1.13139781e-02	2.63352491e-02
611             	-1.87048092e-02	1.80370433e-01	1.43992272e-02	-1.15051956e-02	2.59044228e-02
612             	-1.84788579e-02	1.79528650e-01	1.31066687e-02	-1.19255235e-02	2.50321922e-02
613             	-1.82153122e-02	1.78726809e-01	1.12851843e-02	-1.25727200e-02	2.38579043e-02
614             	-1.79880439e-02	1.78039620e-01	9.20092182e-03	-1.33875830e-02	2.25885048e-02
615             	-1.78566712e-02	1.77484632e-01	7.08896081e-03	-1.43121908e-02	2.14011516e-02
616             	-1.78444806e-02	1.77088262e-01	5.15127751e-03	-1.52688418e-02	2.04201193e-02
617             	-1.79220743e-02	1.76868390e-01	3.50426052e-03	-1.61699440e-02	1.96742046e-02
618             	-1.80377482e-02	1.76892299e-01	2.13682447e-03	-1.69693360e-02	1.91061604e-02
619             	-1.81228026e-02	1.77202640e-01	8.89041466e-04	-1.76782819e-02	1.85673233e-02
620             	-1.81119606e-02	1.77780900e-01	-4.28576757e-04	-1.83262490e-02	1.78976722e-02
621             	-1.79706709e-02	1.78570870e-01	-1.99245273e-03	-1.89668972e-02	1.69744445e-02
622             	-1.76727420e-02	1.79466671e-01	-3.89646113e-03	-1.96209726e-02	1.57245115e-02
623             	-1.72111202e-02	1.80372919e-01	-6.17502725e-03	-2.02986339e-02	1.41236066e-02
624             	-1.66163166e-02	1.81204624e-01	-8.74257429e-03	-2.09876037e-02	1.22450294e-02
625             	-1.59471606e-02	1.81918601e-01	-1.14286388e-02	-2.16614800e-02	1.02328412e-02
626             	-1.52618049e-02	1.82502360e-01	-1.40108880e-02	-2.22672489e-02	8.25636091e-03
627             	-1.46148131e-02	1.82956977e-01	-1.62666645e-02	-2.27481453e-02	6.48148085e-03
628             	-1.40426167e-02	1.83293503e-01	-1.79782875e-02	-2.30317604e-02	5.05347295e-03
629             	-1.35677135e-02	1.83553771e-01	-1.89460124e-02	-2.30407197e-02	4.09470725e-03
630             	-1.32140210e-02	1.83797781e-01	-1.90172850e-02	-2.27226635e-02	3.70537848e-03
631             	-1.29751413e-02	1.84078509e-01	-1.81767659e-02	-2.20635242e-02	3.88675837e-03
632             	-1.28171400e-02	1.84359156e-01	-1.66395570e-02	-2.11369185e-02	4.49736156e-03
633             	-1.26858197e-02	1.84568902e-01	-1.47094747e-02	-2.00405571e-02	5.33108230e-03
634             	-1.25424074e-02	1.84650754e-01	-1.26785991e-02	-1.88817070e-02	6.20310784e-03
635             	-1.23537905e-02	1.84607078e-01	-1.07386639e-02	-1.77231224e-02	6.98445849e-03
636             	-1.21208751e-02	1.84484444e-01	-8.96568928e-03	-1.66037197e-02	7.63803044e-03
637             	-1.18641925e-02	1.84340960e-01	-7.34450710e-03	-1.55364461e-02	8.19193898e-03
638             	-1.16122440e-02	1.84197476e-01	-5.85526440e-03	-1.45398762e-02	8.68461178e-03
639             	-1.13887966e-02	1.84090133e-01	-4.51129879e-03	-1.36444460e-02	9.13314724e-03
640             	-1.12082798e-02	1.84044539e-01	-3.31016677e-03	-1.28633631e-02	9.55319637e-03
641             	-1.10879815e-02	1.84072337e-01	-2.22149653e-03	-1.21987297e-02	9.97723319e-03
642             	-1.10478895e-02	1.84168288e-01	-1.14666975e-03	-1.16212244e-02	1.04745546e-02
643             	-1.11107500e-02	1.84324544e-01	7.45907159e-06	-1.11070205e-02	1.11144795e-02
644             	-1.13024123e-02	1.84496101e-01	1.33800581e-03	-1.06334094e-02	1.19714152e-02
645             	-1.16277209e-02	1.84628043e-01	2.85334479e-03	-1.02010485e-02	1.30543933e-02
646             	-1.20859652e-02	1.84662258e-01	4.49986252e-03	-9.83603391e-03	1.43358964e-02
647             	-1.26704351e-02	1.84565543e-01	6.21553184e-03	-9.56266914e-03	1.57782010e-02
648             	-1.33657710e-02	1.84321900e-01	7.82693219e-03	-9.45230493e-03	1.72792371e-02
649             	-1.41305873e-02	1.83951233e-01	9.12711002e-03	-9.56703229e-03	1.86941423e-02
650             	-1.49232046e-02	1.83478487e-01	1.00202166e-02	-9.91309627e-03	1.99333129e-02
651             	-1.56965845e-02	1.82969217e-01	1.05804544e-02	-1.04063573e-02	2.09868117e-02
652             	-1.64336705e-02	1.82494279e-01	1.09300524e-02	-1.09686443e-02	2.18986967e-02
653             	-1.71566078e-02	1.82127187e-01	1.12239574e-02	-1.15446291e-02	2.27685866e-02
654             	-1.78816438e-02	1.81948685e-01	1.16035830e-02	-1.20798523e-02	2.36834353e-02
655             	-1.86282985e-02	1.81999873e-01	1.21506305e-02	-1.25529832e-02	2.47036137e-02
656             	-1.94021105e-02	1.82236596e-01	1.28710023e-02	-1.29666094e-02	2.58376117e-02
657             	-2.01811562e-02	1.82603664e-01	1.37586297e-02	-1.33018414e-02	2.70604710e-02
658             	-2.09240426e-02	1.83066335e-01	1.47670171e-02	-1.35405340e-02	2.83075512e-02
659             	-2.16126678e-02	1.83565015e-01	1.57957391e-02	-1.37147983e-02	2.95105374e-02
660             	-2.22281731e-02	1.84015011e-01	1.67129712e-02	-1.38716875e-02	3.05846587e-02
661             	-2.27320547e-02	1.84393244e-01	1.73684076e-02	-1.40478509e-02	3.14162585e-02
662             	-2.30564987e-02	1.84722067e-01	1.76400381e-02	-1.42364796e-02	3.18765178e-02
663             	-2.31245459e-02	1.85051221e-01	1.74249143e-02	-1.44120887e-02	3.18370030e-02
664             	-2.29058533e-02	1.85378816e-01	1.67175094e-02	-1.45470986e-02	3.12646080e-02
665             	-2.23768717e-02	1.85671043e-01	1.54774360e-02	-1.46381536e-02	3.01155897e-02
666             	-2.15477872e-02	1.85887743e-01	1.37978591e-02	-1.46488577e-02	2.84467168e-02
667             	-2.04696093e-02	1.86009966e-01	1.19165544e-02	-1.45113321e-02	2.64278866e-02
668             	-1.92974619e-02	1.86025300e-01	1.02209498e-02	-1.41869870e-02	2.44079368e-02
669             	-1.82191244e-02	1.85958069e-01	9.02881350e-03	-1.37047177e-02	2.27335312e-02
670             	-1.73113986e-02	1.85843677e-01	8.36287216e-03	-1.31299626e-02	2.14928347e-02
671             	-1.65481797e-02	1.85726646e-01	8.01828618e-03	-1.25390366e-02	2.05573228e-02
672             	-1.58762675e-02	1.85607903e-01	7.78615316e-03	-1.19831909e-02	1.97693441e-02
673             	-1.52352671e-02	1.85485437e-01	7.43099101e-03	-1.15197716e-02	1.89507626e-02
674             	-1.45456888e-02	1.85352507e-01	6.70963920e-03	-1.11908692e-02	1.79005084e-02
675             	-1.37440267e-02	1.85219041e-01	5.41218099e-03	-1.10379362e-02	1.64501172e-02
676             	-1.28167086e-02	1.85093974e-01	3.45140388e-03	-1.10910067e-02	1.45424106e-02
677             	-1.18427943e-02	1.84968001e-01	8.90700734e-04	-1.13974439e-02	1.22881446e-02
678             	-1.09714905e-02	1.84825122e-01	-1.99867587e-03	-1.19708284e-02	9.97215253e-03
679             	-1.03202791e-02	1.84653073e-01	-4.83902258e-03	-1.27397904e-02	7.90076786e-03
680             	-9.95576408e-03	1.84452576e-01	-7.33371086e-03	-1.36226195e-02	6.28890866e-03
681             	-9.88884550e-03	1.84248258e-01	-9.38537167e-03	-1.45815313e-02	5.19615967e-03
682             	-1.00687084e-02	1.84074123e-01	-1.09663492e-02	-1.55518830e-02	4.58553379e-03
683             	-1.04124956e-02	1.83937592e-01	-1.21649126e-02	-1.64949519e-02	4.33003935e-03
684             	-1.08335698e-02	1.83821831e-01	-1.30884360e-02	-1.73777878e-02	4.28935181e-03
685             	-1.12892699e-02	1.83678174e-01	-1.37385561e-02	-1.81585479e-02	4.41999187e-03
686             	-1.17783324e-02	1.83493586e-01	-1.40909388e-02	-1.88238018e-02	4.73286299e-03
687             	-1.23467027e-02	1.83315942e-01	-1.40646154e-02	-1.93790104e-02	5.31439500e-03
688             	-1.30189948e-02	1.83170272e-01	-1.35300324e-02	-1.97840110e-02	6.25397860e-03
689             	-1.37921804e-02	1.83075615e-01	-1.23925418e-02	-1.99884512e-02	7.59590946e-03
690             	-1.46166899e-02	1.83001635e-01	-1.07552541e-02	-1.99943170e-02	9.23906285e-03
691             	-1.54245579e-02	1.82902681e-01	-8.80339479e-03	-1.98262553e-02	1.10228605e-02
692             	-1.61560986e-02	1.82751834e-01	-6.71153080e-03	-1.95118640e-02	1.28003332e-02
693             	-1.67850897e-02	1.82585667e-01	-4.56934464e-03	-1.90697620e-02	1.45004173e-02
694             	-1.73384288e-02	1.82418089e-01	-2.33104390e-03	-1.85039508e-02	1.61729069e-02
695             	-1.78414089e-02	1.82262544e-01	-2.13342553e-05	-1.78520760e-02	1.78307418e-02
696             	-1.82609143e-02	1.82120508e-01	2.24737013e-03	-1.71372292e-02	1.93845993e-02
697             	-1.85194177e-02	1.82012293e-01	4.26625766e-03	-1.63862889e-02	2.06525465e-02
698             	-1.85416991e-02	1.81957682e-01	5.82253592e-03	-1.56304311e-02	2.14529671e-02
699             	-1.83258444e-02	1.81961371e-01	6.78476119e-03	-1.49334638e-02	2.17182249e-02
700             	-1.79392990e-02	1.81998574e-01	7.22406917e-03	-1.43272644e-02	2.15513335e-02
701             	-1.74885341e-02	1.82031721e-01	7.36263360e-03	-1.38072173e-02	2.11698509e-02
702             	-1.70724600e-02	1.82003181e-01	7.41750654e-03	-1.33637067e-02	2.07812132e-02
703             	-1.67522819e-02	1.81870444e-01	7.53331274e-03	-1.29856255e-02	2.05189382e-02
704             	-1.65356037e-02	1.81616061e-01	7.75559562e-03	-1.26578059e-02	2.04134015e-02
705             	-1.64006284e-02	1.81269285e-01	8.12175619e-03	-1.23397503e-02	2.04615065e-02
706             	-1.62782505e-02	1.80852694e-01	8.55495231e-03	-1.20007743e-02	2.05557267e-02
707             	-1.61090400e-02	1.80395888e-01	8.95024598e-03	-1.16339170e-02	2.05841630e-02
708             	-1.58526846e-02	1.79904926e-01	9.17690963e-03	-1.12642297e-02	2.04411394e-02
709             	-1.54893945e-02	1.79420721e-01	9.13619486e-03	-1.09212971e-02	2.00574919e-02
710             	-1.50112814e-02	1.78984088e-01	8.79038904e-03	-1.06160869e-02	1.94064759e-02
711             	-1.44488019e-02	1.78635527e-01	8.19858556e-03	-1.03495091e-02	1.85480946e-02
712             	-1.38448356e-02	1.78379041e-01	7.46953277e-03	-1.01100692e-02	1.75796020e-02
713             	-1.32421889e-02	1.78252423e-01	6.70871282e-03	-9.88783252e-03	1.65965453e-02
714             	-1.26981750e-02	1.78257899e-01	5.97906346e-03	-9.70864330e-03	1.56877068e-02
715             	-1.22885283e-02	1.78372442e-01	5.30673798e-03	-9.63515928e-03	1.49418973e-02
716             	-1.20623071e-02	1.78574718e-01	4.69311293e-03	-9.71575062e-03	1.44088636e-02
717             	-1.20510184e-02	1.78863661e-01	4.15933533e-03	-9.97135075e-03	1.41306861e-02
718             	-1.22349250e-02	1.79261437e-01	3.73182120e-03	-1.03690144e-02	1.41008356e-02
719             	-1.25655021e-02	1.79768584e-01	3.37321246e-03	-1.08788959e-02	1.42521083e-02
720             	-1.29821587e-02	1.80351338e-01	3.01405052e-03	-1.14751335e-02	1.44891840e-02
721             	-1.34162393e-02	1.81006079e-01	2.51672105e-03	-1.21578788e-02	1.46745998e-02
722             	-1.38068189e-02	1.81744434e-01	1.77544180e-03	-1.29190980e-02	1.46945398e-02
723             	-1.41065806e-02	1.82579236e-01	7.31038743e-04	-1.37410613e-02	1.44721000e-02
724             	-1.42843886e-02	1.83469686e-01	-6.17297638e-04	-1.45930374e-02	1.39757398e-02
725             	-1.43322610e-02	1.84337253e-01	-2.13885024e-03	-1.54016861e-02	1.32628359e-02
726             	-1.42736395e-02	1.85109830e-01	-3.59230311e-03	-1.60697911e-02	1.24774880e-02
727             	-1.41423628e-02	1.85757108e-01	-4.70144509e-03	-1.64930854e-02	1.17916403e-02
728             	-1.39540993e-02	1.86268198e-01	-5.35198960e-03	-1.66300941e-02	1.12781045e-02
729             	-1.37151364e-02	1.86634174e-01	-5.58597664e-03	-1.65081247e-02	1.09221480e-02
730             	-1.34199360e-02	1.86878211e-01	-5.47564768e-03	-1.61577599e-02	1.06821122e-02
731             	-1.30769940e-02	1.87059724e-01	-5.06306839e-03	-1.56085282e-02	1.05454598e-02
732             	-1.26914947e-02	1.87229722e-01	-4.40071692e-03	-1.48918532e-02	1.04911363e-02
733             	-1.22749317e-02	1.87418172e-01	-3.55310229e-03	-1.40514829e-02	1.04983806e-02
734             	-1.18421819e-02	1.87628590e-01	-2.59243116e-03	-1.31383975e-02	1.05459664e-02
735             	-1.14332988e-02	1.87863420e-01	-1.58954720e-03	-1.22280724e-02	1.06385252e-02
736             	-1.11157277e-02	1.88081259e-01	-5.15623207e-04	-1.13735393e-02	1.08579161e-02
737             	-1.09450710e-02	1.88252539e-01	6.75796340e-04	-1.06071728e-02	1.12829691e-02
738             	-1.09560228e-02	1.88318808e-01	1.98326916e-03	-9.96438820e-03	1.19476574e-02
739             	-1.11591626e-02	1.88228278e-01	3.35264420e-03	-9.48284050e-03	1.28354847e-02
740             	-1.15582532e-02	1.87937352e-01	4.70875393e-03	-9.20387626e-03	1.39126302e-02
741             	-1.21528278e-02	1.87452384e-01	5.97496425e-03	-9.16534563e-03	1.51403099e-02
742             	-1.29037201e-02	1.86806911e-01	7.03240652e-03	-9.38751684e-03	1.64199234e-02
743             	-1.37463042e-02	1.86096681e-01	7.74592216e-03	-9.87334316e-03	1.76192653e-02
744             	-1.46364673e-02	1.85375287e-01	8.01520601e-03	-1.06288643e-02	1.86440703e-02
745             	-1.55668686e-02	1.84667993e-01	7.84820839e-03	-1.16427644e-02	1.94909728e-02
746             	-1.65674366e-02	1.83947016e-01	7.42353271e-03	-1.28556703e-02	2.02792030e-02
747             	-1.76290260e-02	1.83210546e-01	6.92313229e-03	-1.41674599e-02	2.10905922e-02
748             	-1.87592434e-02	1.82486695e-01	6.56283286e-03	-1.54778270e-02	2.20406599e-02
749             	-1.99375076e-02	1.81868281e-01	6.41683149e-03	-1.67290919e-02	2.31459233e-02
750             	-2.11091352e-02	1.81391027e-01	6.45751690e-03	-1.78803767e-02	2.43378936e-02
751             	-2.22006708e-02	1.81072091e-01	6.62854474e-03	-1.88863985e-02	2.55149432e-02
752             	-2.31544646e-02	1.80866707e-01	6.86742481e-03	-1.97207522e-02	2.65881770e-02
753             	-2.39384020e-02	1.80745460e-01	7.13661715e-03	-2.03700934e-02	2.75067106e-02
754             	-2.45035979e-02	1.80691349e-01	7.34773890e-03	-2.08297285e-02	2.81774674e-02
755             	-2.48373143e-02	1.80702675e-01	7.42637327e-03	-2.11241277e-02	2.85505010e-02
756             	-2.49447401e-02	1.80763680e-01	7.36883096e-03	-2.12603246e-02	2.86291555e-02
757             	-2.48460058e-02	1.80864385e-01	7.16403148e-03	-2.12639901e-02	2.84280215e-02
758             	-2.45774682e-02	1.80953900e-01	6.83663518e-03	-2.11591506e-02	2.79957858e-02
759             	-2.41772065e-02	1.81010070e-01	6.45043421e-03	-2.09519894e-02	2.74024236e-02
760             	-2.36678062e-02	1.81019704e-01	6.08930956e-03	-2.06231514e-02	2.67124610e-02
761             	-2.30580031e-02	1.81030136e-01	5.81754398e-03	-2.01492311e-02	2.59667751e-02
762             	-2.23421747e-02	1.81103779e-01	5.61192842e-03	-1.95362105e-02	2.51481389e-02
763             	-2.15394583e-02	1.81290911e-01	5.39417865e-03	-1.88423690e-02	2.42365476e-02
764             	-2.06361233e-02	1.81564877e-01	5.00755855e-03	-1.81323440e-02	2.31399026e-02
765             	-1.96656783e-02	1.81880488e-01	4.46299153e-03	-1.74341825e-02	2.18971740e-02
766             	-1.86506654e-02	1.82132148e-01	3.80993207e-03	-1.67456994e-02	2.05556315e-02
767             	-1.76210738e-02	1.82263447e-01	3.10028362e-03	-1.60709320e-02	1.91712156e-02
768             	-1.65796577e-02	1.82290674e-01	2.31235659e-03	-1.54234794e-02	1.77358359e-02
769             	-1.55323043e-02	1.82298594e-01	1.40384478e-03	-1.48303819e-02	1.62342267e-02
770             	-1.45172635e-02	1.82364982e-01	4.03350120e-04	-1.43155884e-02	1.47189386e-02
771             	-1.36153296e-02	1.82528300e-01	-5.35461907e-04	-1.38830605e-02	1.33475986e-02
772             	-1.29034887e-02	1.82777639e-01	-1.26383088e-03	-1.35354042e-02	1.22715733e-02
773             	-1.23876944e-02	1.83103763e-01	-1.73215149e-03	-1.32537701e-02	1.15216186e-02
774             	-1.20212119e-02	1.83466867e-01	-2.00748136e-03	-1.30249525e-02	1.10174712e-02
775             	-1.17251827e-02	1.83809570e-01	-2.23078471e-03	-1.28405750e-02	1.06097903e-02
776             	-1.14495752e-02	1.84105836e-01	-2.47140095e-03	-1.26852757e-02	1.02138748e-02
777             	-1.12072644e-02	1.84366959e-01	-2.60643930e-03	-1.25104841e-02	9.90404476e-03
778             	-1.10576122e-02	1.84590014e-01	-2.46937300e-03	-1.22922987e-02	9.82292568e-03
779             	-1.10501819e-02	1.84765144e-01	-1.97060615e-03	-1.20354850e-02	1.00648788e-02
780             	-1.12165057e-02	1.84863204e-01	-1.17272927e-03	-1.18028703e-02	1.06301410e-02
781             	-1.15653519e-02	1.84880424e-01	-1.53365153e-04	-1.16420345e-02	1.14886693e-02
782             	-1.20743732e-02	1.84827127e-01	9.81817068e-04	-1.15834646e-02	1.25652817e-02
783             	-1.26658323e-02	1.84730568e-01	2.08030991e-03	-1.16256774e-02	1.37059873e-02
784             	-1.32382784e-02	1.84592229e-01	2.94361558e-03	-1.17664706e-02	1.47100861e-02
785             	-1.37022974e-02	1.84453725e-01	3.34141673e-03	-1.20315891e-02	1.53730058e-02
786             	-1.40229177e-02	1.84375719e-01	3.19715222e-03	-1.24243416e-02	1.56214938e-02
787             	-1.42107014e-02	1.84426166e-01	2.60959859e-03	-1.29059021e-02	1.55155007e-02
788             	-1.43073149e-02	1.84602001e-01	1.76190221e-03	-1.34263638e-02	1.51882660e-02
789             	-1.43793191e-02	1.84884607e-01	9.01540278e-04	-1.39285490e-02	1.48300892e-02
790             	-1.44654844e-02	1.85239327e-01	2.36641611e-04	-1.43471636e-02	1.45838052e-02
791             	-1.46128757e-02	1.85604954e-01	-9.55310221e-05	-1.46606412e-02	1.45651102e-02
792             	-1.48631301e-02	1.85936948e-01	-5.69540903e-05	-1.48916071e-02	1.48346530e-02
793             	-1.52202424e-02	1.86232838e-01	2.08730135e-04	-1.51158774e-02	1.53246075e-02
794             	-1.56487920e-02	1.86484050e-01	5.99881127e-04	-1.53488515e-02	1.59487326e-02
795             	-1.60929499e-02	1.86668798e-01	1.06302562e-03	-1.55614371e-02	1.66244627e-02
796             	-1.64925251e-02	1.86727158e-01	1.55502545e-03	-1.57150124e-02	1.72700378e-02
797             	-1.67767809e-02	1.86596591e-01	1.98587476e-03	-1.57838436e-02	1.77697183e-02
798             	-1.68886831e-02	1.86249857e-01	2.24712984e-03	-1.57651181e-02	1.80122480e-02
799             	-1.68338560e-02	1.85672099e-01	2.30922857e-03	-1.56792417e-02	1.79884703e-02
800             	-1.65918787e-02	1.84857795e-01	2.11540708e-03	-1.55341752e-02	1.76495822e-02
801             	-1.61647864e-02	1.83863256e-01	1.70709990e-03	-1.53112364e-02	1.70183363e-02
802             	-1.55939041e-02	1.82742622e-01	1.14958965e-03	-1.50191093e-02	1.61686989e-02
803             	-1.49238942e-02	1.81573965e-01	5.49191180e-04	-1.46492986e-02	1.51984898e-02
804             	-1.42335962e-02	1.80411244e-01	6.05431525e-05	-1.42033246e-02	1.42638677e-02
805             	-1.35920169e-02	1.79411637e-01	-2.17567503e-04	-1.37008006e-02	1.34832331e-02
806             	-1.30424501e-02	1.78666732e-01	-2.54043007e-04	-1.31694716e-02	1.29154286e-02
807             	-1.26108810e-02	1.78244991e-01	-1.05225332e-04	-1.26634937e-02	1.25582683e-02
808             	-1.22932711e-02	1.78145865e-01	6.88141671e-05	-1.22588640e-02	1.23276782e-02
809             	-1.20789000e-02	1.78342113e-01	5.82762640e-05	-1.20497619e-02	1.21080381e-02
